Driver,Team,Compound,TyreLife,FreshTyre,S1,S2,S3,SpeedI1,SpeedI2,SpeedFL,SpeedST,LapTimeSeconds,SessionType
LEC,Ferrari,SOFT,12.0,False,31.147,42.533,24.164,229.0,258.0,283.0,314.0,97.844,R
LEC,Ferrari,SOFT,13.0,False,30.988,42.534,24.362,230.0,254.0,279.0,316.0,97.884,R
LEC,Ferrari,HARD,2.0,True,30.58,42.173,23.679,235.0,254.0,282.0,314.0,96.432,R
LEC,Ferrari,HARD,3.0,True,30.787,42.232,23.737,236.0,247.0,282.0,305.0,96.756,R
LEC,Ferrari,HARD,4.0,True,30.831,42.256,23.726,236.0,244.0,285.0,298.0,96.813,R
LEC,Ferrari,HARD,5.0,True,30.606,42.32,23.747,236.0,259.0,285.0,320.0,96.673,R
LEC,Ferrari,HARD,6.0,True,31.109,42.332,23.861,233.0,246.0,279.0,318.0,97.302,R
LEC,Ferrari,HARD,7.0,True,31.18,42.467,23.791,233.0,243.0,279.0,298.0,97.438,R
LEC,Ferrari,HARD,8.0,True,30.986,42.03,23.805,234.0,262.0,280.0,298.0,96.821,R
LEC,Ferrari,HARD,9.0,True,30.839,42.103,23.852,234.0,262.0,280.0,299.0,96.794,R
LEC,Ferrari,HARD,10.0,True,31.089,42.091,23.797,234.0,258.0,280.0,300.0,96.977,R
LEC,Ferrari,HARD,11.0,True,30.994,41.976,23.826,234.0,257.0,280.0,299.0,96.796,R
LEC,Ferrari,HARD,12.0,True,31.131,41.941,23.915,235.0,261.0,280.0,300.0,96.987,R
LEC,Ferrari,HARD,13.0,True,31.083,41.904,23.937,234.0,258.0,280.0,298.0,96.924,R
LEC,Ferrari,HARD,14.0,True,31.059,41.828,23.873,234.0,259.0,280.0,299.0,96.76,R
LEC,Ferrari,HARD,15.0,True,30.991,41.901,23.918,234.0,259.0,280.0,300.0,96.81,R
LEC,Ferrari,HARD,16.0,True,31.081,41.881,23.869,235.0,260.0,281.0,301.0,96.831,R
LEC,Ferrari,HARD,17.0,True,31.019,41.971,23.917,234.0,261.0,280.0,300.0,96.907,R
LEC,Ferrari,HARD,18.0,True,30.974,42.065,23.924,236.0,259.0,280.0,300.0,96.963,R
LEC,Ferrari,HARD,19.0,True,31.134,42.03,23.994,235.0,260.0,281.0,301.0,97.158,R
LEC,Ferrari,HARD,20.0,True,30.999,42.079,23.953,236.0,260.0,279.0,300.0,97.031,R
LEC,Ferrari,HARD,21.0,True,31.153,41.922,23.866,233.0,259.0,279.0,294.0,96.941,R
LEC,Ferrari,HARD,22.0,True,30.99,41.868,23.883,237.0,261.0,279.0,298.0,96.741,R
LEC,Ferrari,HARD,2.0,True,30.063,40.65,23.377,238.0,262.0,281.0,318.0,94.09,R
LEC,Ferrari,HARD,3.0,True,30.611,40.962,23.324,235.0,256.0,281.0,293.0,94.897,R
LEC,Ferrari,HARD,4.0,True,30.55,40.953,23.28,236.0,256.0,283.0,298.0,94.783,R
LEC,Ferrari,HARD,5.0,True,30.604,41.077,23.406,236.0,260.0,282.0,298.0,95.087,R
LEC,Ferrari,HARD,6.0,True,30.507,40.836,23.516,237.0,267.0,283.0,299.0,94.859,R
LEC,Ferrari,HARD,7.0,True,30.539,41.033,23.456,236.0,264.0,284.0,299.0,95.028,R
LEC,Ferrari,HARD,8.0,True,30.413,41.067,23.502,235.0,262.0,288.0,305.0,94.982,R
LEC,Ferrari,HARD,9.0,True,30.286,41.367,23.539,236.0,261.0,287.0,315.0,95.192,R
LEC,Ferrari,HARD,10.0,True,30.468,41.124,23.459,234.0,261.0,288.0,313.0,95.051,R
LEC,Ferrari,HARD,11.0,True,30.355,41.281,23.584,238.0,264.0,288.0,318.0,95.22,R
LEC,Ferrari,HARD,12.0,True,30.238,41.4,23.42,240.0,267.0,282.0,320.0,95.058,R
LEC,Ferrari,HARD,13.0,True,30.577,41.115,23.365,236.0,262.0,281.0,301.0,95.057,R
LEC,Ferrari,HARD,14.0,True,30.64,41.183,23.485,236.0,262.0,281.0,295.0,95.308,R
LEC,Ferrari,HARD,15.0,True,30.689,41.12,23.493,238.0,265.0,281.0,298.0,95.302,R
LEC,Ferrari,HARD,16.0,True,30.639,41.285,23.459,238.0,266.0,281.0,299.0,95.383,R
LEC,Ferrari,HARD,17.0,True,30.721,41.116,23.581,237.0,267.0,281.0,299.0,95.418,R
LEC,Ferrari,HARD,18.0,True,30.693,41.156,23.545,238.0,265.0,280.0,298.0,95.394,R
LEC,Ferrari,HARD,19.0,True,30.777,41.227,23.476,239.0,265.0,281.0,299.0,95.48,R
LEC,Ferrari,HARD,20.0,True,30.7,41.077,23.488,238.0,266.0,281.0,301.0,95.265,R
LEC,Ferrari,HARD,21.0,True,30.857,41.308,23.62,237.0,267.0,281.0,299.0,95.785,R
LEC,Ferrari,HARD,22.0,True,30.744,41.565,23.615,238.0,266.0,281.0,299.0,95.924,R
LEC,Ferrari,HARD,23.0,True,30.856,41.655,23.813,238.0,262.0,265.0,299.0,96.324,R
RUS,Mercedes,SOFT,5.0,False,30.829,42.038,23.768,230.0,253.0,283.0,298.0,96.635,R
RUS,Mercedes,SOFT,6.0,False,30.367,42.202,23.837,232.0,250.0,278.0,318.0,96.406,R
RUS,Mercedes,SOFT,7.0,False,31.135,42.609,23.994,223.0,247.0,269.0,296.0,97.738,R
RUS,Mercedes,SOFT,8.0,False,31.636,42.573,23.907,225.0,250.0,277.0,287.0,98.116,R
RUS,Mercedes,SOFT,9.0,False,31.36,42.508,23.916,225.0,252.0,277.0,289.0,97.784,R
RUS,Mercedes,SOFT,10.0,False,31.48,42.577,24.025,226.0,251.0,278.0,286.0,98.082,R
RUS,Mercedes,SOFT,11.0,False,31.238,42.646,23.978,230.0,246.0,278.0,288.0,97.862,R
RUS,Mercedes,SOFT,12.0,False,31.12,42.578,24.032,231.0,246.0,278.0,292.0,97.73,R
RUS,Mercedes,SOFT,13.0,False,31.247,42.538,23.997,226.0,255.0,277.0,288.0,97.782,R
RUS,Mercedes,HARD,2.0,True,30.759,42.479,23.929,232.0,254.0,284.0,296.0,97.167,R
RUS,Mercedes,HARD,3.0,True,30.851,42.74,23.98,218.0,255.0,279.0,319.0,97.571,R
RUS,Mercedes,HARD,4.0,True,31.038,42.152,23.732,230.0,251.0,280.0,291.0,96.922,R
RUS,Mercedes,HARD,5.0,True,31.03,42.084,23.569,227.0,257.0,278.0,295.0,96.683,R
RUS,Mercedes,HARD,6.0,True,30.747,41.766,23.721,228.0,256.0,278.0,298.0,96.234,R
RUS,Mercedes,HARD,7.0,True,31.462,42.532,23.825,232.0,257.0,274.0,290.0,97.819,R
RUS,Mercedes,HARD,8.0,True,31.101,42.267,23.865,228.0,247.0,280.0,293.0,97.233,R
RUS,Mercedes,HARD,9.0,True,30.862,42.099,23.771,229.0,250.0,280.0,292.0,96.732,R
RUS,Mercedes,HARD,10.0,True,30.87,42.18,23.719,229.0,253.0,280.0,294.0,96.769,R
RUS,Mercedes,HARD,11.0,True,30.84,42.313,23.839,229.0,248.0,280.0,295.0,96.992,R
RUS,Mercedes,HARD,12.0,True,31.043,42.088,23.823,229.0,256.0,280.0,290.0,96.954,R
RUS,Mercedes,HARD,13.0,True,30.867,42.107,23.762,231.0,246.0,280.0,295.0,96.736,R
RUS,Mercedes,HARD,14.0,True,30.941,42.199,23.788,231.0,250.0,280.0,295.0,96.928,R
RUS,Mercedes,HARD,15.0,True,30.867,42.161,23.773,232.0,258.0,280.0,295.0,96.801,R
RUS,Mercedes,HARD,16.0,True,30.93,42.115,23.77,232.0,253.0,280.0,294.0,96.815,R
RUS,Mercedes,HARD,17.0,True,30.98,42.149,23.782,231.0,254.0,280.0,294.0,96.911,R
RUS,Mercedes,HARD,18.0,True,30.993,42.224,23.849,231.0,257.0,280.0,295.0,97.066,R
RUS,Mercedes,HARD,19.0,True,31.03,42.221,23.935,232.0,252.0,280.0,294.0,97.186,R
RUS,Mercedes,HARD,2.0,True,30.638,41.572,23.628,232.0,246.0,293.0,301.0,95.838,R
RUS,Mercedes,HARD,3.0,True,30.286,41.651,23.304,234.0,254.0,281.0,309.0,95.241,R
RUS,Mercedes,HARD,4.0,True,30.587,41.817,23.368,234.0,244.0,281.0,297.0,95.772,R
RUS,Mercedes,HARD,5.0,True,30.608,41.494,23.332,235.0,253.0,281.0,296.0,95.434,R
RUS,Mercedes,HARD,6.0,True,30.566,41.586,23.329,234.0,251.0,281.0,298.0,95.481,R
RUS,Mercedes,HARD,7.0,True,30.6,41.469,23.41,233.0,259.0,281.0,297.0,95.479,R
RUS,Mercedes,HARD,8.0,True,30.547,41.329,23.328,235.0,260.0,282.0,299.0,95.204,R
RUS,Mercedes,HARD,9.0,True,30.39,41.347,23.328,236.0,261.0,282.0,299.0,95.065,R
RUS,Mercedes,HARD,10.0,True,30.541,41.25,23.302,235.0,263.0,282.0,296.0,95.093,R
RUS,Mercedes,HARD,11.0,True,30.57,41.196,23.37,236.0,265.0,282.0,294.0,95.136,R
RUS,Mercedes,HARD,12.0,True,30.626,41.237,23.33,235.0,265.0,282.0,294.0,95.193,R
RUS,Mercedes,HARD,13.0,True,30.573,41.252,23.337,236.0,265.0,281.0,295.0,95.162,R
RUS,Mercedes,HARD,14.0,True,30.599,41.328,23.349,236.0,267.0,283.0,300.0,95.276,R
RUS,Mercedes,HARD,15.0,True,30.649,42.244,23.764,236.0,263.0,288.0,302.0,96.657,R
RUS,Mercedes,HARD,16.0,True,30.525,41.724,23.556,233.0,264.0,283.0,323.0,95.805,R
RUS,Mercedes,HARD,17.0,True,30.794,41.795,23.47,234.0,251.0,282.0,305.0,96.059,R
RUS,Mercedes,HARD,18.0,True,30.723,41.727,23.504,236.0,258.0,283.0,299.0,95.954,R
RUS,Mercedes,HARD,19.0,True,30.691,41.93,23.56,234.0,260.0,282.0,300.0,96.181,R
RUS,Mercedes,HARD,20.0,True,30.639,41.734,23.479,236.0,261.0,282.0,305.0,95.852,R
RUS,Mercedes,HARD,21.0,True,30.678,41.927,23.581,237.0,257.0,283.0,303.0,96.186,R
RUS,Mercedes,HARD,22.0,True,30.752,41.74,23.487,237.0,263.0,283.0,302.0,95.979,R
RUS,Mercedes,HARD,23.0,True,30.744,41.687,23.582,236.0,261.0,282.0,302.0,96.013,R
RUS,Mercedes,HARD,24.0,True,30.818,41.709,23.624,237.0,263.0,282.0,303.0,96.151,R
RUS,Mercedes,HARD,25.0,True,30.808,41.885,23.657,236.0,263.0,282.0,298.0,96.35,R
RUS,Mercedes,HARD,26.0,True,30.765,42.018,23.657,235.0,261.0,283.0,300.0,96.44,R
NOR,McLaren,SOFT,5.0,False,31.353,42.618,24.039,231.0,249.0,285.0,298.0,98.01,R
NOR,McLaren,SOFT,6.0,False,31.112,42.476,24.199,229.0,254.0,275.0,318.0,97.787,R
NOR,McLaren,SOFT,7.0,False,31.115,42.193,24.142,232.0,253.0,276.0,294.0,97.45,R
NOR,McLaren,SOFT,8.0,False,31.258,42.379,24.157,227.0,248.0,276.0,294.0,97.794,R
NOR,McLaren,SOFT,9.0,False,31.027,42.622,24.247,227.0,248.0,276.0,301.0,97.896,R
NOR,McLaren,SOFT,10.0,False,31.074,42.514,24.272,229.0,246.0,276.0,302.0,97.86,R
NOR,McLaren,SOFT,11.0,False,31.171,42.688,24.275,227.0,247.0,277.0,303.0,98.134,R
NOR,McLaren,SOFT,12.0,False,31.051,42.721,24.292,228.0,250.0,276.0,302.0,98.064,R
NOR,McLaren,SOFT,13.0,False,31.019,42.563,24.354,228.0,249.0,276.0,302.0,97.936,R
NOR,McLaren,SOFT,14.0,False,31.163,42.74,24.269,229.0,250.0,277.0,302.0,98.172,R
NOR,McLaren,SOFT,15.0,False,31.232,42.561,24.289,229.0,251.0,277.0,300.0,98.082,R
NOR,McLaren,HARD,2.0,True,31.011,42.058,23.843,234.0,244.0,279.0,294.0,96.912,R
NOR,McLaren,HARD,3.0,True,30.716,42.031,23.818,233.0,249.0,280.0,298.0,96.565,R
NOR,McLaren,HARD,4.0,True,31.049,41.973,23.754,233.0,248.0,278.0,296.0,96.776,R
NOR,McLaren,HARD,5.0,True,30.803,41.777,23.928,232.0,251.0,277.0,296.0,96.508,R
NOR,McLaren,HARD,6.0,True,30.87,41.774,23.772,235.0,254.0,278.0,295.0,96.416,R
NOR,McLaren,HARD,7.0,True,30.817,41.871,23.813,233.0,250.0,278.0,295.0,96.501,R
NOR,McLaren,HARD,8.0,True,30.889,41.825,23.906,235.0,253.0,278.0,296.0,96.62,R
NOR,McLaren,HARD,9.0,True,30.839,41.822,24.007,236.0,257.0,278.0,296.0,96.668,R
NOR,McLaren,HARD,10.0,True,30.92,41.877,23.899,235.0,256.0,278.0,296.0,96.696,R
NOR,McLaren,HARD,11.0,True,30.89,42.047,23.886,236.0,254.0,278.0,296.0,96.823,R
NOR,McLaren,HARD,12.0,True,30.923,41.924,23.883,235.0,257.0,279.0,302.0,96.73,R
NOR,McLaren,HARD,13.0,True,30.845,41.878,23.843,235.0,259.0,279.0,301.0,96.566,R
NOR,McLaren,HARD,14.0,True,30.873,41.939,23.914,235.0,259.0,279.0,301.0,96.726,R
NOR,McLaren,HARD,15.0,True,30.98,41.984,24.054,235.0,260.0,279.0,300.0,97.018,R
NOR,McLaren,HARD,16.0,True,30.879,42.16,24.002,234.0,260.0,279.0,300.0,97.041,R
NOR,McLaren,HARD,17.0,True,30.946,42.076,23.964,234.0,258.0,279.0,301.0,96.986,R
NOR,McLaren,HARD,18.0,True,30.944,42.127,24.012,235.0,257.0,279.0,302.0,97.083,R
NOR,McLaren,HARD,19.0,True,30.994,42.14,24.037,235.0,260.0,279.0,300.0,97.171,R
NOR,McLaren,HARD,2.0,True,30.32,40.838,23.318,238.0,267.0,287.0,301.0,94.476,R
NOR,McLaren,HARD,3.0,True,30.162,42.072,23.456,234.0,254.0,281.0,316.0,95.69,R
NOR,McLaren,HARD,4.0,True,30.355,41.339,23.373,237.0,250.0,280.0,304.0,95.067,R
NOR,McLaren,HARD,5.0,True,30.48,41.161,23.508,237.0,263.0,280.0,302.0,95.149,R
NOR,McLaren,HARD,6.0,True,30.35,41.047,23.483,236.0,256.0,280.0,301.0,94.88,R
NOR,McLaren,HARD,7.0,True,30.366,41.222,23.688,237.0,258.0,277.0,303.0,95.276,R
NOR,McLaren,HARD,8.0,True,30.318,41.261,23.49,236.0,261.0,281.0,303.0,95.069,R
NOR,McLaren,HARD,9.0,True,30.402,41.212,23.551,237.0,259.0,281.0,302.0,95.165,R
NOR,McLaren,HARD,10.0,True,30.462,41.196,23.637,236.0,260.0,280.0,303.0,95.295,R
NOR,McLaren,HARD,11.0,True,30.488,41.267,23.591,236.0,257.0,280.0,304.0,95.346,R
NOR,McLaren,HARD,12.0,True,30.468,41.24,23.63,236.0,261.0,280.0,302.0,95.338,R
NOR,McLaren,HARD,13.0,True,30.485,41.244,23.642,236.0,264.0,281.0,302.0,95.371,R
NOR,McLaren,HARD,14.0,True,30.546,41.341,23.598,236.0,261.0,281.0,299.0,95.485,R
NOR,McLaren,HARD,15.0,True,30.638,41.369,23.71,236.0,262.0,280.0,303.0,95.717,R
NOR,McLaren,HARD,16.0,True,30.64,41.34,23.694,236.0,263.0,282.0,302.0,95.674,R
NOR,McLaren,HARD,17.0,True,30.563,41.375,23.719,236.0,264.0,281.0,303.0,95.657,R
NOR,McLaren,HARD,18.0,True,30.786,41.516,23.736,236.0,265.0,282.0,303.0,96.038,R
NOR,McLaren,HARD,19.0,True,30.655,41.461,23.806,238.0,268.0,282.0,300.0,95.922,R
NOR,McLaren,HARD,20.0,True,30.666,41.392,23.724,237.0,268.0,282.0,303.0,95.782,R
NOR,McLaren,HARD,21.0,True,30.672,41.387,23.875,233.0,268.0,282.0,304.0,95.934,R
NOR,McLaren,HARD,22.0,True,31.035,41.372,23.816,232.0,269.0,282.0,302.0,96.223,R
NOR,McLaren,HARD,23.0,True,30.691,41.471,23.814,233.0,270.0,282.0,305.0,95.976,R
NOR,McLaren,HARD,24.0,True,30.771,41.992,23.819,234.0,270.0,283.0,304.0,96.582,R
HAM,Mercedes,SOFT,5.0,False,31.287,42.893,24.093,229.0,245.0,286.0,301.0,98.273,R
HAM,Mercedes,SOFT,6.0,False,31.062,43.099,24.142,231.0,246.0,286.0,311.0,98.303,R
HAM,Mercedes,SOFT,7.0,False,30.983,43.146,24.158,228.0,243.0,284.0,297.0,98.287,R
HAM,Mercedes,SOFT,8.0,False,31.14,43.01,24.2,228.0,245.0,287.0,296.0,98.35,R
HAM,Mercedes,SOFT,9.0,False,31.124,42.887,24.172,230.0,247.0,286.0,301.0,98.183,R
HAM,Mercedes,SOFT,10.0,False,30.829,42.823,24.187,229.0,248.0,287.0,293.0,97.839,R
HAM,Mercedes,SOFT,11.0,False,31.079,42.886,24.256,229.0,248.0,285.0,304.0,98.221,R
HAM,Mercedes,SOFT,12.0,False,31.088,43.171,24.386,230.0,247.0,288.0,311.0,98.645,R
HAM,Mercedes,SOFT,13.0,False,30.931,42.821,24.285,228.0,247.0,278.0,320.0,98.037,R
HAM,Mercedes,SOFT,14.0,False,31.279,42.819,24.138,228.0,249.0,279.0,290.0,98.236,R
HAM,Mercedes,HARD,2.0,True,31.073,42.404,23.701,231.0,246.0,281.0,288.0,97.178,R
HAM,Mercedes,HARD,3.0,True,31.095,42.315,23.854,229.0,243.0,280.0,288.0,97.264,R
HAM,Mercedes,HARD,4.0,True,31.165,42.207,23.719,229.0,243.0,280.0,286.0,97.091,R
HAM,Mercedes,HARD,5.0,True,30.738,42.64,23.733,231.0,247.0,281.0,295.0,97.111,R
HAM,Mercedes,HARD,6.0,True,30.825,42.221,23.804,231.0,250.0,280.0,295.0,96.85,R
HAM,Mercedes,HARD,7.0,True,30.848,42.131,23.715,232.0,252.0,279.0,292.0,96.694,R
HAM,Mercedes,HARD,8.0,True,30.768,41.794,23.702,232.0,254.0,280.0,295.0,96.264,R
HAM,Mercedes,HARD,9.0,True,30.757,42.003,23.75,233.0,254.0,280.0,294.0,96.51,R
HAM,Mercedes,HARD,10.0,True,30.733,42.141,23.759,233.0,252.0,280.0,295.0,96.633,R
HAM,Mercedes,HARD,11.0,True,30.884,42.063,23.77,233.0,254.0,281.0,294.0,96.717,R
HAM,Mercedes,HARD,12.0,True,30.826,42.1,23.74,232.0,253.0,281.0,294.0,96.666,R
HAM,Mercedes,HARD,13.0,True,31.037,42.09,23.792,234.0,254.0,280.0,297.0,96.919,R
HAM,Mercedes,HARD,14.0,True,30.847,42.095,23.772,233.0,256.0,281.0,298.0,96.714,R
HAM,Mercedes,HARD,15.0,True,30.891,42.39,23.92,234.0,255.0,281.0,296.0,97.201,R
HAM,Mercedes,HARD,16.0,True,30.907,41.948,23.837,233.0,257.0,282.0,298.0,96.692,R
HAM,Mercedes,HARD,17.0,True,30.897,42.023,23.866,233.0,259.0,281.0,298.0,96.786,R
HAM,Mercedes,HARD,18.0,True,30.945,42.37,23.929,232.0,259.0,281.0,296.0,97.244,R
HAM,Mercedes,HARD,19.0,True,30.837,42.175,23.963,233.0,258.0,282.0,299.0,96.975,R
HAM,Mercedes,HARD,20.0,True,31.076,42.235,24.014,234.0,260.0,282.0,298.0,97.325,R
HAM,Mercedes,HARD,2.0,True,30.776,41.304,23.409,239.0,246.0,283.0,302.0,95.489,R
HAM,Mercedes,HARD,3.0,True,30.303,41.653,23.323,237.0,252.0,284.0,297.0,95.279,R
HAM,Mercedes,HARD,4.0,True,30.384,41.575,23.638,234.0,254.0,290.0,302.0,95.597,R
HAM,Mercedes,HARD,5.0,True,30.06,41.423,23.483,233.0,257.0,290.0,316.0,94.966,R
HAM,Mercedes,HARD,6.0,True,30.17,41.159,23.393,233.0,258.0,282.0,313.0,94.722,R
HAM,Mercedes,HARD,7.0,True,30.443,41.198,23.4,235.0,260.0,282.0,296.0,95.041,R
HAM,Mercedes,HARD,8.0,True,30.463,41.116,23.361,235.0,263.0,282.0,297.0,94.94,R
HAM,Mercedes,HARD,9.0,True,30.426,41.13,23.44,235.0,260.0,283.0,298.0,94.996,R
HAM,Mercedes,HARD,10.0,True,30.437,41.134,23.364,235.0,259.0,282.0,297.0,94.935,R
HAM,Mercedes,HARD,11.0,True,30.494,41.229,23.446,235.0,262.0,282.0,297.0,95.169,R
HAM,Mercedes,HARD,12.0,True,30.483,41.299,23.402,236.0,261.0,282.0,298.0,95.184,R
HAM,Mercedes,HARD,13.0,True,30.569,41.258,23.458,235.0,264.0,282.0,300.0,95.285,R
HAM,Mercedes,HARD,14.0,True,30.514,41.311,23.401,236.0,262.0,282.0,296.0,95.226,R
HAM,Mercedes,HARD,15.0,True,30.691,41.926,23.548,236.0,263.0,282.0,296.0,96.165,R
HAM,Mercedes,HARD,16.0,True,30.616,41.819,23.479,236.0,261.0,282.0,297.0,95.914,R
HAM,Mercedes,HARD,17.0,True,30.655,41.454,23.503,236.0,263.0,282.0,302.0,95.612,R
HAM,Mercedes,HARD,18.0,True,30.597,41.403,23.532,235.0,264.0,282.0,298.0,95.532,R
HAM,Mercedes,HARD,19.0,True,30.578,41.382,23.519,237.0,267.0,283.0,299.0,95.479,R
HAM,Mercedes,HARD,20.0,True,30.643,41.252,23.655,236.0,267.0,282.0,298.0,95.55,R
HAM,Mercedes,HARD,21.0,True,30.792,41.706,23.476,236.0,265.0,283.0,299.0,95.974,R
HAM,Mercedes,HARD,22.0,True,30.602,41.487,23.544,238.0,263.0,283.0,304.0,95.633,R
HAM,Mercedes,HARD,23.0,True,30.597,41.564,23.545,238.0,267.0,284.0,304.0,95.706,R
HAM,Mercedes,HARD,24.0,True,30.687,41.847,23.604,236.0,264.0,283.0,304.0,96.138,R
PIA,McLaren,SOFT,5.0,False,31.429,42.789,24.164,233.0,253.0,285.0,302.0,98.382,R
PIA,McLaren,SOFT,6.0,False,31.147,42.993,24.118,233.0,259.0,288.0,318.0,98.258,R
PIA,McLaren,SOFT,7.0,False,31.113,42.572,24.212,234.0,258.0,286.0,300.0,97.897,R
PIA,McLaren,SOFT,8.0,False,30.894,42.78,24.185,229.0,257.0,278.0,323.0,97.859,R
PIA,McLaren,SOFT,9.0,False,31.412,42.35,24.193,233.0,254.0,278.0,290.0,97.955,R
PIA,McLaren,SOFT,10.0,False,31.164,42.581,24.239,230.0,253.0,278.0,300.0,97.984,R
PIA,McLaren,SOFT,11.0,False,31.179,42.533,24.244,231.0,257.0,278.0,296.0,97.956,R
PIA,McLaren,SOFT,12.0,False,31.211,42.534,24.351,232.0,257.0,278.0,299.0,98.096,R
PIA,McLaren,SOFT,13.0,False,31.294,42.462,24.317,231.0,258.0,278.0,302.0,98.073,R
PIA,McLaren,SOFT,14.0,False,31.276,42.727,24.394,233.0,259.0,278.0,303.0,98.397,R
PIA,McLaren,HARD,2.0,True,30.92,42.057,23.819,234.0,254.0,280.0,299.0,96.796,R
PIA,McLaren,HARD,3.0,True,31.008,41.928,23.887,235.0,256.0,281.0,302.0,96.823,R
PIA,McLaren,HARD,4.0,True,30.706,41.849,23.872,235.0,258.0,280.0,305.0,96.427,R
PIA,McLaren,HARD,5.0,True,30.863,42.13,23.879,236.0,259.0,280.0,304.0,96.872,R
PIA,McLaren,HARD,6.0,True,30.958,42.15,23.987,233.0,256.0,279.0,304.0,97.095,R
PIA,McLaren,HARD,7.0,True,30.84,41.863,23.874,234.0,260.0,280.0,303.0,96.577,R
PIA,McLaren,HARD,8.0,True,30.982,41.794,23.868,234.0,263.0,280.0,302.0,96.644,R
PIA,McLaren,HARD,9.0,True,30.904,41.943,23.886,235.0,263.0,279.0,301.0,96.733,R
PIA,McLaren,HARD,10.0,True,30.87,41.812,23.873,236.0,266.0,280.0,302.0,96.555,R
PIA,McLaren,HARD,11.0,True,30.953,41.883,23.844,235.0,265.0,280.0,303.0,96.68,R
PIA,McLaren,HARD,12.0,True,31.104,41.813,23.967,235.0,265.0,279.0,301.0,96.884,R
PIA,McLaren,HARD,13.0,True,31.017,42.028,23.963,234.0,263.0,280.0,304.0,97.008,R
PIA,McLaren,HARD,14.0,True,30.94,42.004,23.938,234.0,264.0,279.0,301.0,96.882,R
PIA,McLaren,HARD,15.0,True,31.034,41.892,23.979,234.0,265.0,279.0,302.0,96.905,R
PIA,McLaren,HARD,16.0,True,31.028,41.888,23.989,235.0,264.0,279.0,300.0,96.905,R
PIA,McLaren,HARD,17.0,True,31.07,42.068,24.041,235.0,265.0,279.0,303.0,97.179,R
PIA,McLaren,HARD,18.0,True,31.02,42.067,24.09,235.0,266.0,279.0,303.0,97.177,R
PIA,McLaren,HARD,19.0,True,30.979,42.516,24.075,235.0,264.0,280.0,301.0,97.57,R
PIA,McLaren,HARD,20.0,True,30.956,42.2,24.007,236.0,266.0,280.0,302.0,97.163,R
PIA,McLaren,HARD,21.0,True,31.023,42.039,24.026,235.0,263.0,279.0,302.0,97.088,R
PIA,McLaren,HARD,2.0,True,30.577,41.125,23.451,238.0,267.0,281.0,302.0,95.153,R
PIA,McLaren,HARD,3.0,True,30.469,40.772,23.533,237.0,267.0,281.0,301.0,94.774,R
PIA,McLaren,HARD,4.0,True,30.613,41.055,23.63,237.0,269.0,289.0,307.0,95.298,R
PIA,McLaren,HARD,5.0,True,30.196,41.091,23.696,238.0,270.0,289.0,325.0,94.983,R
PIA,McLaren,HARD,6.0,True,30.329,41.07,23.606,237.0,270.0,281.0,321.0,95.005,R
PIA,McLaren,HARD,7.0,True,30.504,41.055,23.55,237.0,270.0,281.0,301.0,95.109,R
PIA,McLaren,HARD,8.0,True,30.605,41.21,23.526,238.0,270.0,281.0,302.0,95.341,R
PIA,McLaren,HARD,9.0,True,30.52,41.188,23.55,237.0,270.0,281.0,301.0,95.258,R
PIA,McLaren,HARD,10.0,True,30.489,41.161,23.588,237.0,270.0,282.0,299.0,95.238,R
PIA,McLaren,HARD,11.0,True,30.589,41.14,23.577,237.0,271.0,282.0,300.0,95.306,R
PIA,McLaren,HARD,12.0,True,30.594,41.178,23.524,237.0,271.0,281.0,300.0,95.296,R
PIA,McLaren,HARD,13.0,True,30.504,41.194,23.678,236.0,271.0,281.0,300.0,95.376,R
PIA,McLaren,HARD,14.0,True,30.651,41.365,23.686,237.0,272.0,282.0,299.0,95.702,R
PIA,McLaren,HARD,15.0,True,30.619,41.313,23.721,238.0,271.0,282.0,301.0,95.653,R
PIA,McLaren,HARD,16.0,True,30.79,41.405,23.789,237.0,272.0,282.0,301.0,95.984,R
PIA,McLaren,HARD,17.0,True,30.74,41.312,23.748,236.0,272.0,282.0,300.0,95.8,R
PIA,McLaren,HARD,18.0,True,30.765,41.526,23.733,237.0,271.0,281.0,301.0,96.024,R
PIA,McLaren,HARD,19.0,True,30.77,41.299,23.67,236.0,271.0,281.0,302.0,95.739,R
PIA,McLaren,HARD,20.0,True,30.976,41.431,23.7,238.0,271.0,280.0,298.0,96.107,R
PIA,McLaren,HARD,21.0,True,30.879,41.373,23.721,236.0,271.0,280.0,300.0,95.973,R
PIA,McLaren,HARD,22.0,True,30.82,41.515,23.765,237.0,271.0,280.0,300.0,96.1,R
PIA,McLaren,HARD,23.0,True,30.738,41.401,23.781,238.0,271.0,281.0,303.0,95.92,R
ALO,Aston Martin,SOFT,5.0,False,31.203,42.896,23.921,231.0,236.0,276.0,293.0,98.02,R
ALO,Aston Martin,SOFT,6.0,False,32.068,42.719,24.259,228.0,249.0,282.0,290.0,99.046,R
ALO,Aston Martin,SOFT,7.0,False,30.951,42.58,24.245,230.0,242.0,277.0,323.0,97.776,R
ALO,Aston Martin,SOFT,8.0,False,32.063,42.806,24.423,230.0,248.0,283.0,300.0,99.292,R
ALO,Aston Martin,SOFT,9.0,False,31.076,42.676,24.301,227.0,248.0,283.0,312.0,98.053,R
